"TNAME"	"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"NUMOCC"	"otufin"	"otufin2"
"PSEUDOLIMNOPHILA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"HEXATOMINI"	NA	"PSEUDOLIMNOPHILA"	NA	3	"HEXATOMINI"	NA
"ANTOCHA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"LIMONIINI"	NA	"ANTOCHA"	NA	105	"ANTOCHA"	"LIMONIINI"
"LIMONIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"LIMONIINI"	NA	"LIMONIA"	NA	3	"LIMONIINI"	"LIMONIINI"
"DICRANOTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"PEDICIINI"	NA	"DICRANOTA"	NA	166	"DICRANOTA"	"PEDICIINI"
"PEDICIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"LIMONIINAE"	"PEDICIINI"	NA	"PEDICIA"	NA	3	"PEDICIINI"	"PEDICIINI"
"TIPULA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	"TIPULINAE"	NA	NA	"TIPULA"	NA	20	"TIPULA"	"TIPULA"
"TIPULIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	"NEMATOCERA"	"TIPULOMORPHA"	NA	"TIPULIDAE"	NA	NA	NA	NA	NA	11	"TIPULIDAE"	NA
"DIPTERA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"DIPTERA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
"PYRALIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"LEPIDOPTERA"	NA	NA	"PYRALOIDEA"	"PYRALIDAE"	NA	NA	NA	NA	NA	1	NA	NA
"AGAPETUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"AGAPETINAE"	NA	NA	"AGAPETUS"	NA	31	"AGAPETUS"	"AGAPETUS"
"ANAGAPETUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"GLOSSOSOMATINAE"	"ANAGAPETINI"	NA	"ANAGAPETUS"	NA	13	"GLOSSOSOMATINAE"	"GLOSSOSOMATINAE"
"GLOSSOSOMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"GLOSSOSOMATINAE"	"GLOSSOSOMATINI"	NA	"GLOSSOSOMA"	NA	200	"GLOSSOSOMA"	"GLOSSOSOMATINAE"
"PROTOPTILA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	"PROTOPTILINAE"	NA	NA	"PROTOPTILA"	NA	2	"GLOSSOSOMATIDAE"	NA
"GLOSSOSOMATIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"GLOSSOSOMATOIDEA"	"GLOSSOSOMATIDAE"	NA	NA	NA	NA	NA	26	"GLOSSOSOMATIDAE"	NA
"ARCTOPSYCHE.GRANDIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	"ARCTOPSYCHE"	"ARCTOPSYCHE.GRANDIS"	53	"ARCTOPSYCHINAE"	NA
"ARCTOPSYCHE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	"ARCTOPSYCHE"	NA	2	"ARCTOPSYCHINAE"	NA
"PARAPSYCHE.ALMOTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	"PARAPSYCHE"	"PARAPSYCHE.ALMOTA"	27	"PARAPSYCHE"	NA
"PARAPSYCHE.ELSIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	"PARAPSYCHE"	"PARAPSYCHE.ELSIS"	45	"PARAPSYCHE.ELSIS"	"PARAPSYCHE.ELSIS"
"PARAPSYCHE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	"PARAPSYCHE"	NA	11	"PARAPSYCHE"	NA
"ARCTOPSYCHINAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"ARCTOPSYCHINAE"	NA	NA	NA	NA	18	"ARCTOPSYCHINAE"	NA
"CHEUMATOPSYCHE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"HYDROPSYCHINAE"	NA	NA	"CHEUMATOPSYCHE"	NA	14	"CHEUMATOPSYCHE"	"CHEUMATOPSYCHE"
"HYDROPSYCHE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	"HYDROPSYCHINAE"	NA	NA	"HYDROPSYCHE"	NA	153	"HYDROPSYCHE"	"HYDROPSYCHE"
"HYDROPSYCHIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"HYDROPSYCHIDAE"	NA	NA	NA	NA	NA	20	"HYDROPSYCHIDAE"	NA
"POLYCENTROPUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"POLYCENTROPODIDAE"	"POLYCENTROPODINAE"	NA	NA	"POLYCENTROPUS"	NA	9	"HYDROPSYCHOIDEA"	NA
"POLYCENTROPODIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"POLYCENTROPODIDAE"	NA	NA	NA	NA	NA	2	"HYDROPSYCHOIDEA"	NA
"PSYCHOMYIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPSYCHOIDEA"	"PSYCHOMYIIDAE"	"PSYCHOMYIINAE"	NA	NA	"PSYCHOMYIA"	NA	3	"HYDROPSYCHOIDEA"	NA
"AGRAYLEA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"HYDROPTILINI"	NA	"AGRAYLEA"	NA	6	"HYDROPTILINI"	"HYDROPTILINI"
"HYDROPTILA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"HYDROPTILINI"	NA	"HYDROPTILA"	NA	10	"HYDROPTILA"	"HYDROPTILINI"
"LEUCOTRICHIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"LEUCOTRICHIINI"	NA	"LEUCOTRICHIA"	NA	1	"HYDROPTILINAE"	NA
"NEOTRICHIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"NEOTRICHIINI"	NA	"NEOTRICHIA"	NA	2	"HYDROPTILINAE"	NA
"METRICHIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"OCHROTRICHIINI"	NA	"METRICHIA"	NA	1	"OCHROTRICHIINI"	"OCHROTRICHIINI"
"OCHROTRICHIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	"HYDROPTILINAE"	"OCHROTRICHIINI"	NA	"OCHROTRICHIA"	NA	5	"OCHROTRICHIA"	"OCHROTRICHIINI"
"HYDROPTILIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"HYDROPTILOIDEA"	"HYDROPTILIDAE"	NA	NA	NA	NA	NA	4	"HYDROPTILIDAE"	NA
"HETEROPLECTRON.CALIFORNICUM"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"CALAMOCERATIDAE"	"CALAMOCERATINAE"	NA	NA	"HETEROPLECTRON"	"HETEROPLECTRON.CALIFORNICUM"	7	"LEPTOCEROIDEA"	"LEPTOCEROIDEA"
"HETEROPLECTRON"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"CALAMOCERATIDAE"	"CALAMOCERATINAE"	NA	NA	"HETEROPLECTRON"	NA	3	"LEPTOCEROIDEA"	"LEPTOCEROIDEA"
"CERACLEA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	"LEPTOCERINAE"	"ATHRIPSODINI"	NA	"CERACLEA"	NA	2	"LEPTOCERINAE"	"LEPTOCEROIDEA"
"MYSTACIDES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	"LEPTOCERINAE"	"MYSTACIDINI"	NA	"MYSTACIDES"	NA	2	"LEPTOCERINAE"	"LEPTOCEROIDEA"
"OECETIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	"LEPTOCERINAE"	"OECETINI"	NA	"OECETIS"	NA	1	"LEPTOCERINAE"	"LEPTOCEROIDEA"
"LEPTOCERIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"LEPTOCERIDAE"	NA	NA	NA	NA	NA	3	"LEPTOCERIDAE"	"LEPTOCEROIDEA"
"NAMAMYIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"ODONTOCERIDAE"	"ODONTOCERINAE"	NA	NA	"NAMAMYIA"	NA	1	"LEPTOCEROIDEA"	"LEPTOCEROIDEA"
"NEROPHILUS.CALIFORNICUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"ODONTOCERIDAE"	"ODONTOCERINAE"	NA	NA	"NEROPHILUS"	"NEROPHILUS.CALIFORNICUS"	1	"LEPTOCEROIDEA"	"LEPTOCEROIDEA"
"ODONTOCERIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LEPTOCEROIDEA"	"ODONTOCERIDAE"	NA	NA	NA	NA	NA	2	"LEPTOCEROIDEA"	"LEPTOCEROIDEA"
"APATANIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"APATANIIDAE"	"APATANIINAE"	"APATANIINI"	NA	"APATANIA"	NA	48	"APATANIA"	"APATANIA"
"PEDOMOECUS.SIERRA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"APATANIIDAE"	NA	NA	NA	"PEDOMOECUS"	"PEDOMOECUS.SIERRA"	5	"APATANIIDAE"	NA
"PEDOMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"APATANIIDAE"	NA	NA	NA	"PEDOMOECUS"	NA	1	"APATANIIDAE"	NA
"AMIOCENTRUS.ASPILUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"AMIOCENTRUS"	"AMIOCENTRUS.ASPILUS"	15	"BRACHYCENTRIDAE"	NA
"AMIOCENTRUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"AMIOCENTRUS"	NA	4	"BRACHYCENTRIDAE"	NA
"BRACHYCENTRUS.AMERICANUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"BRACHYCENTRUS"	"BRACHYCENTRUS.AMERICANUS"	6	"BRACHYCENTRUS"	"BRACHYCENTRUS"
"BRACHYCENTRUS.OCCIDENTALIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"BRACHYCENTRUS"	"BRACHYCENTRUS.OCCIDENTALIS"	1	"BRACHYCENTRUS"	"BRACHYCENTRUS"
"BRACHYCENTRUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"BRACHYCENTRUS"	NA	7	"BRACHYCENTRUS"	"BRACHYCENTRUS"
"MICRASEMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"BRACHYCENTRIDAE"	NA	NA	NA	"MICRASEMA"	NA	122	"MICRASEMA"	"MICRASEMA"
"GOERA.ARCHAON"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	"GOERINAE"	NA	NA	"GOERA"	"GOERA.ARCHAON"	3	"LIMNEPHILOIDEA"	NA
"GOERA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"GOERIDAE"	"GOERINAE"	NA	NA	"GOERA"	NA	2	"LIMNEPHILOIDEA"	NA
"LEPIDOSTOMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LEPIDOSTOMATIDAE"	"LEPIDOSTOMATINAE"	NA	NA	"LEPIDOSTOMA"	NA	108	"LEPIDOSTOMA"	"LEPIDOSTOMA"
"ALLOCOSMOECUS.PARTITUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ALLOCOSMOECUS"	"ALLOCOSMOECUS.PARTITUS"	3	"DICOSMOECINAE"	"DICOSMOECINAE"
"ALLOCOSMOECUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ALLOCOSMOECUS"	NA	1	"DICOSMOECINAE"	"DICOSMOECINAE"
"CRYPTOCHIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"CRYPTOCHIA"	NA	3	"DICOSMOECINAE"	"DICOSMOECINAE"
"DICOSMOECUS.ATRIPES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"DICOSMOECUS"	"DICOSMOECUS.ATRIPES"	7	"DICOSMOECINAE"	"DICOSMOECINAE"
"DICOSMOECUS.GILVIPES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"DICOSMOECUS"	"DICOSMOECUS.GILVIPES"	30	"DICOSMOECINAE"	"DICOSMOECINAE"
"ECCLISOCOSMOECUS.SCYLLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"HOLOMETABOLA"	"TRICHOPTERA"	NA	NA	"LIMNEPHILOIDEA"	"LIMNEPHILIDAE"	"DICOSMOECINAE"	NA	NA	"ECCLISOCOSMOECUS"	"ECCLISOCOSMOECUS.SCYLLA"	1	"DICOSMOECINAE"	"DICOSMOECINAE"
